app,bu,criticality,env,services
"APP-7765","Application Delivery","High","PRD","[""SERVICE-AB247B7286D53B1C"",""SERVICE-27B0DAC3A994856A"",""SERVICE-251BF6DAA97554C6"",""SERVICE-806B9CC12DCEDEA5"",""SERVICE-A2B5F11B81464533"",""SERVICE-30BB89F77AB06B7C"",""SERVICE-C88C654A8BF8DF68"",""SERVICE-E00BAE53C800EF38"",""SERVICE-8F61EB589F3D62A6"",""SERVICE-21C14417C4190428"",""SERVICE-A234950B8B37E6F2"",""SERVICE-04B3110EDC1075A0"",""SERVICE-3E2007288EC0AAC0"",""SERVICE-892ACA477F0985B0"",""SERVICE-561DBB4E959967EA"",""SERVICE-F4DF69508F87EACA"",""SERVICE-8CD4BF2CECD18140"",""SERVICE-AB828CB26B28D2C8"",""SERVICE-28143883BE00B51D"",""SERVICE-75ECC3DE7EA9D9A7"",""SERVICE-D281EEA1491C44F5"",""SERVICE-0B2EB1593CE55F99"",""SERVICE-06E3A15682F35D6C"",""SERVICE-A438F44F6B9662D8"",""SERVICE-8A6DDBEB24008D5E"",""SERVICE-A708820AF8DF06B4"",""SERVICE-8EB1F3ED04B74BDE"",""SERVICE-70713468F31774B6"",""SERVICE-7F43FA569A414736"",""SERVICE-611E2060B7CAFA7B"",""SERVICE-AA2E705739F8268E"",""SERVICE-E0467C9CA9CC91A3"",""SERVICE-B558A22C5B3873C1"",""SERVICE-940C53E30FC8CDCC"",""SERVICE-DB3D99CAD7D08B8A"",""SERVICE-37D6345C013EE3D0"",""SERVICE-54C01E0A9467B866"",""SERVICE-993A6025D831063A"",""SERVICE-5A97906B71D86283"",""SERVICE-4849A45575331845"",""SERVICE-20ADF4986676D2D5"",""SERVICE-CBCF6936D4FF524C"",""SERVICE-D36A91D3A69F8414"",""SERVICE-8EF41EFE75D528A6"",""SERVICE-CB7684FB99B71962"",""SERVICE-CC919D1D3FC7420B"",""SERVICE-E3E0C5596454973F"",""SERVICE-433CBD9EC3B3F601"",""SERVICE-0238170DEC28BF0A"",""SERVICE-AA3639457A6AC7E6"",""SERVICE-F1A26E16B7D3BF0E"",""SERVICE-71E150E513E5C102"",""SERVICE-635CE7130246763D"",""SERVICE-34DB46F5EC0E3F36"",""SERVICE-A106823F9B62DA1C"",""SERVICE-17BE91B0E4880E30"",""SERVICE-F697CEADE1B6D285""]"
"APP-7766","Application Delivery","Low","PRD","[""SERVICE-57B0882DBAEE2224""]"
"APP-7767","Application Delivery","Low","PRD","[""SERVICE-CD157DA05020EF77"",""SERVICE-AF13428A0547409B"",""SERVICE-9484A1DF74CF7C45"",""SERVICE-1EA6388CB58A42ED"",""SERVICE-4C5D0C1B69E570D2"",""SERVICE-D0CCF3A097028D90"",""SERVICE-FA308D8D443A6B68"",""SERVICE-023993CB908A63B9"",""SERVICE-9126923054440C24"",""SERVICE-5FCA430EE2E2031F"",""SERVICE-704FFB26948F71FA"",""SERVICE-B4A726106A023E01"",""SERVICE-0E6615A23A1FD7D4"",""SERVICE-AA68E64279770544"",""SERVICE-282E50064E313DFA""]"
"APP-7776","Application Delivery","High","PRD","[""SERVICE-B82C63655967F760"",""SERVICE-E630DE18F12B3D53"",""SERVICE-875E8AFB691CD6A6"",""SERVICE-7C884EC9AB948D1B"",""SERVICE-158403E1824571F2"",""SERVICE-8A5A8BA4C3865E6B"",""SERVICE-6E6B59E1962ABEF3"",""SERVICE-CE9FA16C513E8616"",""SERVICE-C2CD55DAA32334C2"",""SERVICE-593EA219AD4589C6"",""SERVICE-E2E07F8083B8DEF3"",""SERVICE-CB2F3AEF13E587FE"",""SERVICE-39BB4A140BE43213"",""SERVICE-B9E0A17B1A7D66E5"",""SERVICE-449D8E7C5B8C1712"",""SERVICE-9EAD4C36EB4E13CE"",""SERVICE-E31B706A714E6E17"",""SERVICE-F15134C187B66908"",""SERVICE-D28980A3DD38E552"",""SERVICE-05B5C870FD5A3344"",""SERVICE-110E1C847E1BD89D""]"
"APP-7826","Data Mgmt","Low","PRD","[""SERVICE-390AD42780626434"",""SERVICE-F3E4EA6A20A72710"",""SERVICE-4424A4CBF04EE8ED"",""SERVICE-FEBD43FBDFEEEA35"",""SERVICE-DBB48690616253FC"",""SERVICE-2BD9DC7893A548E1"",""SERVICE-19DC6C00C3FEBFAB"",""SERVICE-6C235A4B549263AD""]"
"APP-8697","Adv Tech & Ent Sol","Low","PRD","[""SERVICE-E20C9D4C06D8256F"",""SERVICE-DD689D7A11569D82"",""SERVICE-9F191A1C80D02B94"",""SERVICE-7380BB6582E93DA3"",""SERVICE-AFA2B1602D80059F"",""SERVICE-2E3F46007EC29698"",""SERVICE-FCE7CFBCF48CB656"",""SERVICE-64C42731EE2CBE0F"",""SERVICE-E89A2A1DF78D8A98"",""SERVICE-D20EDF7EB18CF50C"",""SERVICE-C3954F9F76B46F58"",""SERVICE-8CA368AB5E0E5655""]"
"APP-8781","Application Delivery","High","PRD","[""SERVICE-022F5E9E8D4A7F4E"",""SERVICE-478FF8622C82C72B"",""SERVICE-CDDC2D7C621955FD"",""SERVICE-3D00A69656F93E7A"",""SERVICE-368A545E93B40906"",""SERVICE-48DE4F612C1ED025"",""SERVICE-F8FCE81F27F38BE6"",""SERVICE-5A54A16297B0B244"",""SERVICE-56DE5453C57CD647""]"
"APP-8941","Application Delivery","Low","PRD","[""SERVICE-A7E51485BCB00606"",""SERVICE-1FB73F8B6CB2B8E4"",""SERVICE-043C06AAB88CA8C4"",""SERVICE-88F964579D1D54BE"",""SERVICE-EB07C7F622187178"",""SERVICE-6A4192D3A7908401"",""SERVICE-DC1EFB331A2A4621"",""SERVICE-D8D0C06ACD31392E"",""SERVICE-6CBA5E8532F4DCB1"",""SERVICE-533E9F324297E9DC"",""SERVICE-38561FD26ED1684A"",""SERVICE-46B81640E099DEF3"",""SERVICE-3E7D381463B984F4"",""SERVICE-8B681D28762CE10B"",""SERVICE-1D273C124FE8643D"",""SERVICE-D2BC1409AD580F5C"",""SERVICE-E3B5DB12C169D6AE"",""SERVICE-3D8C960C5EAB047B"",""SERVICE-0E05C33C09EC0DFF"",""SERVICE-EB9D8204B03B9BEE""]"
"APP-946","Application Delivery","High","PRD","[""SERVICE-2EFEE7ABD5C14954"",""SERVICE-80325E9C93887A42"",""SERVICE-1D8D4C5C17988D8B"",""SERVICE-954461FEE0C29907""]"
"APP-9605","Application Delivery","Low","PRD","[""SERVICE-98F3147709A1D7C3"",""SERVICE-E019B432D139D3CA"",""SERVICE-58F25EF07F319CAF"",""SERVICE-08CB7DC547EE6523"",""SERVICE-BC13E1BA3B945C38"",""SERVICE-E3DA2BF598BD82D0"",""SERVICE-B5E6E7C4D7C806CC"",""SERVICE-87B3D7A517168261"",""SERVICE-3354C70333BD0260"",""SERVICE-E6C01F35251A5C8B"",""SERVICE-79F3BA14B91D9D87"",""SERVICE-8B05693000DA3B7D"",""SERVICE-23486CF544FD6933"",""SERVICE-3F818C57C1FD778B"",""SERVICE-CBFC836988CB4485"",""SERVICE-5D3FF769C88BD71B"",""SERVICE-6EF44EC14D5563C3"",""SERVICE-9932FD25C96962BC"",""SERVICE-5DBD8FC93AB2636C"",""SERVICE-3F7ADD168B19E375""]"
"APP-9617","Canada","Low","PRD","[""SERVICE-38A8357DA8A39159"",""SERVICE-9C24920EA7869E54"",""SERVICE-BFAD81E843E9AF7E"",""SERVICE-203293DF52E5BEC9"",""SERVICE-958A1EB74223AEA1"",""SERVICE-DCA261AD58D602ED"",""SERVICE-30F77FADC0C9EE34"",""SERVICE-C95F0A84A78DBB36"",""SERVICE-7B244535355F94D6"",""SERVICE-98C440F28C0BBABD"",""SERVICE-EA5EDA6C21D3CB8D"",""SERVICE-1ED4AD112E9715A6"",""SERVICE-5EBF9ED67A85F11F"",""SERVICE-063BE28FE41EA9D2"",""SERVICE-8F894BF220B3636E"",""SERVICE-45019DE161E3F676""]"
"APP-9705","Canada","High","PRD","[""SERVICE-02B83842F2273FE9"",""SERVICE-8020FD2D61EF5B8C""]"
"APP-9711","Application Delivery","High","PRD","[""SERVICE-921139C3B7CE2E2D"",""SERVICE-CF0DB2BD379EFEE7"",""SERVICE-AF79C2AE71DE0F53"",""SERVICE-754FCFC9233EEAA7"",""SERVICE-66B91F63A71F0675"",""SERVICE-EB24B675EC2363FF"",""SERVICE-87F74791EEB807BA"",""SERVICE-DE79EDF8281E8E0B"",""SERVICE-F7AE746E9747EFCB"",""SERVICE-83A848DCF0CEC384"",""SERVICE-E0764FB75C620557"",""SERVICE-E12F04452FB7324B"",""SERVICE-5163575C3DFF8249"",""SERVICE-59ED9CDEEDF632E4"",""SERVICE-2BA8276667669108"",""SERVICE-F5411ED494229A3D"",""SERVICE-8072E783F5EB504F"",""SERVICE-871C713D08521C37"",""SERVICE-21C3F674C37B5121"",""SERVICE-25F8C115B59D7D86"",""SERVICE-E9427CB1A5AC1652"",""SERVICE-91D22BAA5558E079"",""SERVICE-474B0B4B4FEB0CBA"",""SERVICE-8E006BBAC92E04FE"",""SERVICE-F4B110441E40771A""]"
"COM-2358","Application Delivery","High","PRD","[""SERVICE-DB25E691402A28D8"",""SERVICE-F2637E4F1A76A589"",""SERVICE-4BAEDA28C7CB5AA1"",""SERVICE-2F9BDFBEEB552772"",""SERVICE-AB983E20E747FEBE"",""SERVICE-9CD30F37BF22BBCC"",""SERVICE-2A820B4261A917EA"",""SERVICE-63E8FE77F97555E5"",""SERVICE-85DF753DED610BB7"",""SERVICE-EE2A6B3E09A81DBE"",""SERVICE-6136A4E5C34E9E38"",""SERVICE-B99DF41CEAD35C7B"",""SERVICE-E9AD35142EDAE1C8"",""SERVICE-F46901B5E0B6C70C"",""SERVICE-7D75C3149490F724"",""SERVICE-5A419DB7FEA97D0B"",""SERVICE-F94CE99E6F4046EB"",""SERVICE-50C3738B9AD3E7E0"",""SERVICE-8A96788387992146"",""SERVICE-287B1ED9CD307F28"",""SERVICE-24696F48F093A18A"",""SERVICE-E91B5A4E3F7D214E"",""SERVICE-A6EF5201FAA0F36D"",""SERVICE-4001A233587D7DFC"",""SERVICE-D02D137BF9ABE34D"",""SERVICE-7D13A02076851264"",""SERVICE-DAFBFE024EF8AAB9"",""SERVICE-6E1B696F0165475D"",""SERVICE-AEBDBD52DDC964B6"",""SERVICE-80921869DEB8A3FE"",""SERVICE-4009444AE68E807D"",""SERVICE-1E9E83014D0E1BAF"",""SERVICE-A62883176ACF0C09"",""SERVICE-6F19F92086252898"",""SERVICE-30EB447206C79099"",""SERVICE-6F74A3DF8DB6CB5A"",""SERVICE-753AAFF9AE9C595F"",""SERVICE-15DB6DC3696E946B"",""SERVICE-EFB7F90FC9817473"",""SERVICE-FC9A218E259CDBFA"",""SERVICE-7E23E396AF962195"",""SERVICE-D2F18465A6DADA3B""]"
"COM-2432","Adv Tech & Ent Sol","Low","PRD","[""SERVICE-1AFCE6300EA101D2"",""SERVICE-B96CB8785B456E73"",""SERVICE-EE196C46BB082B2E"",""SERVICE-42EC287FAD8DA97F"",""SERVICE-B91DEF39BF3217A8"",""SERVICE-BE3A71BF2EF7170F"",""SERVICE-2A18A08ACD78D890"",""SERVICE-9B4465F41B42DC2B"",""SERVICE-FCFB20F87223FBB4"",""SERVICE-C9A556F9CEB76503"",""SERVICE-C2BD1B45CE7EEC88"",""SERVICE-A68591835735FA7E"",""SERVICE-84585F22B5CA32B5"",""SERVICE-66FC12D0F480C350"",""SERVICE-81D3210EC55DFA73"",""SERVICE-163A33B930ED4D4E"",""SERVICE-0F21C9CB00BA9BDC"",""SERVICE-38E11941A8CB2E73"",""SERVICE-2038F710D799838D"",""SERVICE-4163E3611DAF7C73"",""SERVICE-FCECF5D18237E904"",""SERVICE-BA54DAAD6F6E0526"",""SERVICE-93E6A90CB17DA2E8"",""SERVICE-D4EE7070B3DAE0D6"",""SERVICE-3C3C5F9B6FD1E352"",""SERVICE-CAC4FC8C26789612"",""SERVICE-70DFA759B4944CF5"",""SERVICE-D2417A2EE9A4E0BC"",""SERVICE-8F8C1E0A3407A617""]"
"COM-2773","Adv Tech & Ent Sol","High","PRD","[""SERVICE-B4A48F972734A632"",""SERVICE-98E317F4EC85B86F"",""SERVICE-6AF68B57FC439B9D"",""SERVICE-717868613E125B34"",""SERVICE-73BFE81A0D4829C5"",""SERVICE-42C5BECB1E188260"",""SERVICE-49F55463549CAA40"",""SERVICE-E294C5D85925110C"",""SERVICE-F5D73DB6FF2CF4D7"",""SERVICE-0174C62EAFBE6273""]"
"COM-3651","IT Infrastructure & Operations","Low","PRD","[""SERVICE-7087C3C8A3CC488B""]"
"COM-3656","Crop","High","PRD","[""SERVICE-C7331A2C5BBFDDD1"",""SERVICE-C7F1E52E4E0A7108"",""SERVICE-8EF24162508D6770"",""SERVICE-7B260C6D3858CDB0"",""SERVICE-287A6DEF6953A1B4""]"
"COM-4716","Application Delivery","Low","PRD","[""SERVICE-424A7636A6D04ED0"",""SERVICE-6A8E6DBFAFB8DE20"",""SERVICE-941DA13F1E71B6DF"",""SERVICE-3ECBD4B092B7617C"",""SERVICE-F4576183486943FD"",""SERVICE-1B9A03F5A1419696"",""SERVICE-9BBC1723A667C2CB""]"
"COM-4812","IT Infrastructure & Operations","High","PRD","[""SERVICE-94E93AE5C86BF505"",""SERVICE-5E29E4E61435F83D"",""SERVICE-B173655A9F057837"",""SERVICE-AAC60206EF32553A"",""SERVICE-0BB095938495E9DD"",""SERVICE-6F26ADA778F30956"",""SERVICE-CEA5FE36C055C30B"",""SERVICE-AB6608CF8CB3FB7F"",""SERVICE-00F1D3F23AC442E0"",""SERVICE-950B7425D56F150C"",""SERVICE-67130AC45E0482F0"",""SERVICE-EF89684D4526D0E8"",""SERVICE-508C59949F4D486A"",""SERVICE-602376C5AD63BD2F"",""SERVICE-8BC5DD47FB692751"",""SERVICE-E2A33471EE9A998A"",""SERVICE-6D59DC123EA722A5"",""SERVICE-C71EC2CDF06B8030"",""SERVICE-ACCCFD26BDFC469E"",""SERVICE-A2FE537B2ECD5BE6"",""SERVICE-DE4C075F28A72583"",""SERVICE-028B14719C1BC355""]"
"COM-4995","Application Delivery","Low","PRD","[""SERVICE-0E4818B748E52397"",""SERVICE-5531952610CB0E01"",""SERVICE-922D0D5A9D571CBB"",""SERVICE-20B5297858AE907E"",""SERVICE-EFD27382BBC12E47""]"
"COM-5040","IT Infrastructure & Operations","Low","PRD","[""SERVICE-3FBF9C6C9AB58E91""]"
"COM-5043","Data Analytics Engineering","High","PRD","[""SERVICE-566DAD5108E22AF5""]"
"COM-5106","Application Delivery","Low","PRD","[""SERVICE-75667C4F0B460C42"",""SERVICE-C497C60A37383B95""]"
"COM-5372","Adv Tech & Ent Sol","Low","PRD","[""SERVICE-59C6D5D2183C4066"",""SERVICE-1680AA036DFD3BA0"",""SERVICE-60E68650864A8232"",""SERVICE-7F6A1700D4A67132""]"
"COM-5670","IT Infrastructure & Operations","Low","PRD","[""SERVICE-5EF8C8B5AC4CED89"",""SERVICE-1D43884DFF549D7B"",""SERVICE-03976155821EF85D"",""SERVICE-689AE736A37D258B"",""SERVICE-C32AD62448FE09FA"",""SERVICE-80B48CE05F4E464B"",""SERVICE-51D5590ABEE1A231"",""SERVICE-03A3A0691D558785"",""SERVICE-D9474E0D7B8C1543"",""SERVICE-EC0A5976F37D1142"",""SERVICE-94D72F2EAD17C529"",""SERVICE-908F851FBF76B432"",""SERVICE-2BDF0242B3323CCB"",""SERVICE-EDDEEAFE01D366F3"",""SERVICE-EDAA376C213BDEA9"",""SERVICE-FA82A0BF4556378E"",""SERVICE-0BCCC05500146818"",""SERVICE-AA600D05DE1213AB""]"
"COM-5893","Crop","Low","PRD","[""SERVICE-34218209CDC45432"",""SERVICE-3765F1AC7A655231"",""SERVICE-E345AB5430F80967""]"
"COM-5899","Crop","Low","PRD","[""SERVICE-CB8F9C6BC79DBEDD"",""SERVICE-75136E191779F4B4"",""SERVICE-9A15385005753662"",""SERVICE-6B1E87001B546AFC"",""SERVICE-EAE72642C70872AA"",""SERVICE-865E332502B98FE4"",""SERVICE-37B190C3E39F4815"",""SERVICE-5533EFA4FB636024"",""SERVICE-8914BB7D3A43C8B0"",""SERVICE-45AE94BDCFC5A533""]"
"COM-5901","Crop","Low","PRD","[""SERVICE-126E74BB5F186B7D"",""SERVICE-DCB77FD6050F30FA"",""SERVICE-DF37806445712BEC"",""SERVICE-905FA351422F209D"",""SERVICE-52970BE6E86DC6D8"",""SERVICE-1796ED718A747F51"",""SERVICE-3F8EE36476B1DD57"",""SERVICE-008E327209F0B2EC"",""SERVICE-8E1482F177F99289"",""SERVICE-A2161CE94A9C4358"",""SERVICE-4DADEA05BB0F8CE8"",""SERVICE-A7C2081D6B6714E7"",""SERVICE-BEBC457879F6F0AF"",""SERVICE-97954BBD2FFA7AE7"",""SERVICE-EA1DB9385AF43097"",""SERVICE-11A4759D0D2E7DD8"",""SERVICE-F22FB6E3E3971BEE"",""SERVICE-3C453CDD6E7DB107"",""SERVICE-155821E0F58DDA94"",""SERVICE-29163B1683C8EC00"",""SERVICE-C5EBAC0C37E0E2C4"",""SERVICE-6DBFC596E35D5FCD"",""SERVICE-E168E888957B1911"",""SERVICE-C5E07AE6175631B8"",""SERVICE-7E65AA40182035AF"",""SERVICE-78500B9295B53259"",""SERVICE-01C41573D1021BE6"",""SERVICE-1DF0E381B28716FB"",""SERVICE-C3CFA73C339BD7CA"",""SERVICE-C32A4232BC8EC662"",""SERVICE-987522384FE26E3C"",""SERVICE-A0A9B2352E34E6DE"",""SERVICE-0303DDBCA722230B"",""SERVICE-9ADF455982D33E39"",""SERVICE-D377722EFB45997E"",""SERVICE-B16CEEB9BAA240E5"",""SERVICE-F2A23CE44242486D"",""SERVICE-06C91DECBDCF43D0"",""SERVICE-DAF9BDA8A0836606"",""SERVICE-33F9A214AC664294"",""SERVICE-DBF28492225BD948"",""SERVICE-0593D13FE978239D"",""SERVICE-DDFC3FDF9E00DC4E"",""SERVICE-FB08872BCA20FF59"",""SERVICE-4B9294F765011911"",""SERVICE-85B0DFE6483BD211"",""SERVICE-07CF1183E924DDF7"",""SERVICE-B8D08CBEAA4051CA"",""SERVICE-6C3B9C0E446639A0"",""SERVICE-CDEC832B4912D295"",""SERVICE-CA6CED4407B5A71A"",""SERVICE-F18E1B964D034F9D"",""SERVICE-8C6EA137A9F60C08"",""SERVICE-DF88086775B841C0"",""SERVICE-98A9508D2E63CD63"",""SERVICE-F9B77B16F28B11F2"",""SERVICE-7BD1E7FD7B50C854"",""SERVICE-A8FA8AA7B6899CFE"",""SERVICE-B0D26C59BEEB4AFA"",""SERVICE-4E801D92FE1E3D52"",""SERVICE-EA545A8BC0D8DDED"",""SERVICE-9C18EEFC51808B13"",""SERVICE-4082994A3992E0EC""]"
"COM-5904","Crop","Low","PRD","[""SERVICE-153289E023C1CC11"",""SERVICE-F072EFD040E1A672"",""SERVICE-9F43D8E35A79ED54"",""SERVICE-ABAF71C503752274"",""SERVICE-B1B3D4FBF1428F6E"",""SERVICE-1CAD5975448EBC1F"",""SERVICE-16DED1D6FF36C7E7"",""SERVICE-29F1B2D54FEA1251"",""SERVICE-87EB9ED8764590EF"",""SERVICE-A64FC2C4040FFD92"",""SERVICE-0D4048C75BE67164"",""SERVICE-A72271E9AD72E2D2"",""SERVICE-B9215C562C958152""]"
"COM-6102","Data Analytics Engineering","Low","PRD","[""SERVICE-C7D385E86446113B"",""SERVICE-3034CCEA622E6F48"",""SERVICE-BBB0248D11AED8C5"",""SERVICE-33845A453C5E85CE"",""SERVICE-A641656B5CC46910"",""SERVICE-6E66E4F44332B840"",""SERVICE-8013CFF2EB576CF5"",""SERVICE-30E145A19E0B1AAD"",""SERVICE-FFDE81A9A7677057"",""SERVICE-9DC8003AAB5164B8"",""SERVICE-0A405B11711934C4"",""SERVICE-F9DFABA1D29D7DF3"",""SERVICE-4E2169A13F2CC415"",""SERVICE-4DB843D1ADE5E1B7"",""SERVICE-214FC78033939164"",""SERVICE-E5D16F4C9FB3500A"",""SERVICE-B41C1D2020D9E4F5"",""SERVICE-706E31DB45AF8260"",""SERVICE-DF2BCB9781793543"",""SERVICE-1ACD5A8839ED1274"",""SERVICE-F29EDDCD6F2405E9"",""SERVICE-9C52C7737BAC16F3"",""SERVICE-7A3501F5045F98D7"",""SERVICE-E759E249812C4C6F"",""SERVICE-79865EB9E513CA4D"",""SERVICE-4DA0BD9FC2D1F8EE"",""SERVICE-039E043D12A1A422"",""SERVICE-047DBD9E50B54308""]"
"COM-6105","Adv Tech & Ent Sol","Low","PRD","[""SERVICE-ACF8C5C25E6E86A8"",""SERVICE-7FEB3B1E12058791"",""SERVICE-B86324DFCEB4616E"",""SERVICE-0E890EFFA3D71324"",""SERVICE-7F68B196A456943D"",""SERVICE-D07AE6FD16804653"",""SERVICE-1DAFE6490D248990"",""SERVICE-4F96462AF1BB6383"",""SERVICE-6F8AD8F74B11442D"",""SERVICE-A465A279DE00FFCE"",""SERVICE-BC5D9E0F19E217D3"",""SERVICE-6D43AE24B24C10EE"",""SERVICE-1528ADB683599EEA"",""SERVICE-E6F0FC08E1F2F8D6"",""SERVICE-47642212BB72B55E"",""SERVICE-699C5EBD15F18964"",""SERVICE-1C06C282F5FA8464"",""SERVICE-7F0F4935616FD105"",""SERVICE-AB79F48451192750"",""SERVICE-23D9BE9AB44CE175"",""SERVICE-E0838147B9BE975B"",""SERVICE-8F8EA74F229AC1E1""]"
"COM-6358","IT Infrastructure & Operations","Low","PRD","[""SERVICE-D9D9955C2FFE1002"",""SERVICE-D1F7759166030703"",""SERVICE-E67539E5F9619EB2"",""SERVICE-335CA3FF4EA787FD"",""SERVICE-1BEDCC13ECD6E021"",""SERVICE-4294F3BE00E85704"",""SERVICE-949EBEDE9E6892AC"",""SERVICE-3E341BF635D5FE7C"",""SERVICE-EB05B339F9524C79""]"
"COM-6359","IT Infrastructure & Operations","Low","PRD","[""SERVICE-DB5F55023F0FE2F2"",""SERVICE-34EFAAE8019AA065"",""SERVICE-A84F035E283F9611"",""SERVICE-B4897EEE52BF46A0"",""SERVICE-98B0FA4786D73436"",""SERVICE-33F79A560491FE23"",""SERVICE-9F10E72C5E359DB0"",""SERVICE-851D8EEA521F6A36"",""SERVICE-BD904D262793DD62"",""SERVICE-B7B29890A68C713A"",""SERVICE-1456CFE93C8D1C11"",""SERVICE-1B93A7356B1F8B75"",""SERVICE-FC6F9E122D253301"",""SERVICE-B558081F578B55A8"",""SERVICE-5F45B3AF848C9645"",""SERVICE-9FC3DB73FD6F47A1"",""SERVICE-B4A9EB4017FDA939"",""SERVICE-A50770849C7C57FD"",""SERVICE-1FDA71CDBF0950AB"",""SERVICE-5306679093E32501"",""SERVICE-2315AE5771165F11"",""SERVICE-B9EB15148B1A2350"",""SERVICE-8A6CD62C525B2A7B"",""SERVICE-4601C18493CA7A90"",""SERVICE-D066212B53BF8410"",""SERVICE-2BF541446774B01D"",""SERVICE-97790687D7022125"",""SERVICE-CB8F626AAE2306A3"",""SERVICE-0DC94B70E29EC582"",""SERVICE-28AC5668A4BC7AF3"",""SERVICE-5437C17EEC3C20D5"",""SERVICE-AFEDFDCC81B711CE"",""SERVICE-CDEAF9D36732B6AF"",""SERVICE-8885828AD6BB5E22"",""SERVICE-B4FCB778F4B5DD98"",""SERVICE-09CF56E66CB6F300"",""SERVICE-D5B9A66E70D50901"",""SERVICE-60088436B1075FF3"",""SERVICE-3DB44DA084893995"",""SERVICE-8C5716754BC5E75D"",""SERVICE-4668588591C0383B"",""SERVICE-CB5856A31FD5970C"",""SERVICE-894B7277C401D86C"",""SERVICE-D8576837C1CD910D"",""SERVICE-166F619EBDBC0BE5"",""SERVICE-A6CC1037B91CA635"",""SERVICE-282CAB95182C4B48"",""SERVICE-622EF599F34797C4"",""SERVICE-BB0A9CE773B21585"",""SERVICE-6F3D7710B8360BEA"",""SERVICE-D1083B55594291DA"",""SERVICE-B1CA94BBF8F35D0B""]"
"COM-6458","Application Delivery","Low","PRD","[""SERVICE-FAE93A575CA7A97C"",""SERVICE-6B96B57D7257A62F"",""SERVICE-53D5EF861811453A""]"
"COM-6459","Application Delivery","Low","PRD","[""SERVICE-50FB1E02299998AA"",""SERVICE-40A5712E3FF048CD"",""SERVICE-7E23676A3083008A""]"
"COM-6934","Application Delivery","Low","PRD","[""SERVICE-46B90990398D06DD"",""SERVICE-2ADA91C1F360C3CD"",""SERVICE-ED0036C08B6FB700"",""SERVICE-ADDC6B31BD3E47D4"",""SERVICE-72E207575AE4509E"",""SERVICE-A8F9A5017DEBA940"",""SERVICE-2DA96B58CAAD42C9"",""SERVICE-8F0D38B0C9E772E9"",""SERVICE-D03582805A250EED"",""SERVICE-8D49006AE036CD74"",""SERVICE-74CFBD351A8AF766"",""SERVICE-2AF25F913AEBA279"",""SERVICE-77109C82922A704F"",""SERVICE-46E75A7C1133A65E""]"
"COM-6935","Application Delivery","Low","PRD","[""SERVICE-16B69847141061A2"",""SERVICE-EF58742FF0C71E7B""]"
